Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,,,
35,Female,Bachelor's Degree,Senior Marketing Analyst,8,85000,China,White,,,
43,Male,Master's Degree,Director of Operations,19,170000,China,White,,,
29,Female,Bachelor's Degree,Junior Project Manager,2,40000,USA,Asian,,,
34,Male,Bachelor's Degree,Senior Operations Coordinator,7,90000,China,White,,,
44,Female,PhD,Senior Business Analyst,15,150000,UK,White,,,
31,Male,Master's Degree,Data Scientist,6,160000,Australia,White,,,
28,Female,Bachelor's Degree,Software Engineer,3,125000,Canada,Black,,,
26,Male,Master's Degree,Product Manager,2,120000,China,White,,,
27,Female,Bachelor's Degree,Data Analyst,2,110000,UK,Mixed,,,
30,Male,PhD,Data Scientist,5,180000,China,Korean,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,Australia,White,,,
32,Male,Bachelor's Degree,Product Manager,7,170000,USA,Asian,,,
25,Female,Master's Degree,Data Analyst,1,100000,China,White,,,
33,Male,PhD,Data Scientist,8,190000,UK,Mixed,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,UK,Welsh,,,
28,Male,Master's Degree,Product Manager,3,130000,Canada,Black,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,USA,African American,,,
27,Male,PhD,Data Scientist,2,115000,USA,African American,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,USA,Hispanic,,,
34,Male,Bachelor's Degree,Product Manager,9,185000,China,Chinese,,,
25,Female,Master's Degree,Data Analyst,1,100000,Australia,Australian,,,
33,Male,PhD,Data Scientist,8,190000,Canada,Black,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,UK,Welsh,,,
28,Male,Master's Degree,Product Manager,3,130000,Australia,White,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,Australia,White,,,
28,Male,Bachelor's Degree,Software Engineer,3,125000,China,Korean,,,
26,Female,Master's Degree,Product Manager,2,120000,USA,White,,,
27,Male,Bachelor's Degree,Data Analyst,2,110000,USA,African American,,,
30,Female,PhD,Data Scientist,5,180000,China,Korean,,,
29,Male,Bachelor's Degree,Software Engineer,4,140000,USA,Hispanic,,,
32,Male,Bachelor's Degree,Product Manager,7,170000,China,Chinese,,,
25,Female,Master's Degree,Data Analyst,1,100000,Australia,Asian,,,
33,Male,PhD,Data Scientist,8,190000,Canada,Asian,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,Australia,Australian,,,
28,Male,Master's Degree,Product Manager,3,130000,Canada,Asian,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,Canada,Asian,,,
27,Male,PhD,Data Scientist,2,115000,UK,Asian,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,Australia,White,,,
34,Male,Bachelor's Degree,Product Manager,9,185000,Canada,White,,,
25,Female,Master's Degree,Data Analyst,1,100000,China,White,,,
33,Male,PhD,Data Scientist,8,190000,UK,White,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,Australia,Australian,,,
28,Male,Master's Degree,Product Manager,3,130000,Canada,Asian,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,Canada,White,,,
28,Male,Bachelor's Degree,Software Engineer,3,125000,Australia,Asian,,,
26,Female,Master's Degree,Product Manager,2,120000,USA,White,,,
27,Male,Bachelor's Degree,Data Analyst,2,110000,Australia,White,,,
30,Female,PhD,Data Scientist,5,180000,Canada,Black,,,
29,Male,Bachelor's Degree,Software Engineer,4,140000,Australia,Asian,,,
32,Male,Bachelor's Degree,Product Manager,7,170000,USA,African American,,,
25,Female,Master's Degree,Data Analyst,1,100000,Canada,Black,,,
33,Male,PhD,Data Scientist,8,190000,Australia,Australian,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,China,Chinese,,,
28,Male,Master's Degree,Product Manager,3,130000,UK,Mixed,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,China,White,,,
27,Male,PhD,Data Scientist,2,115000,Australia,Australian,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,China,Korean,,,
34,Male,Bachelor's Degree,Product Manager,9,185000,China,Korean,,,
25,Female,Master's Degree,Data Analyst,1,100000,China,Chinese,,,
33,Male,PhD,Data Scientist,8,190000,USA,Asian,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,Australia,Asian,,,
28,Male,Master's Degree,Product Manager,3,130000,Australia,Australian,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,Australia,Australian,,,
28,Male,Bachelor's Degree,Software Engineer,3,125000,Canada,Black,,,
26,Female,Master's Degree,Product Manager,2,120000,UK,Asian,,,
27,Male,Bachelor's Degree,Data Analyst,2,110000,China,White,,,
30,Female,PhD,Data Scientist,5,180000,USA,African American,,,
29,Male,Bachelor's Degree,Software Engineer,4,140000,Canada,Asian,,,
32,Male,Bachelor's Degree,Product Manager,7,170000,China,Korean,,,
25,Female,Master's Degree,Data Analyst,1,100000,Australia,Asian,,,
33,Male,PhD,Data Scientist,8,190000,USA,Asian,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,China,Chinese,,,
28,Male,Master's Degree,Product Manager,3,130000,USA,Hispanic,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,USA,White,,,
27,Male,PhD,Data Scientist,2,115000,China,Korean,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,USA,African American,,,
34,Male,Bachelor's Degree,Product Manager,9,185000,China,Chinese,,,
25,Female,Master's Degree,Data Analyst,1,100000,UK,Mixed,,,
33,Male,PhD,Data Scientist,8,190000,UK,Welsh,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,Australia,Asian,,,
28,Male,Master's Degree,Product Manager,3,130000,USA,Asian,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,Australia,White,,,
27,Male,PhD,Data Scientist,2,115000,China,Korean,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,USA,Hispanic,,,
34,Male,Bachelor's Degree,Product Manager,9,185000,UK,Mixed,,,
25,Female,Master's Degree,Data Analyst,1,100000,Australia,Australian,,,
33,Male,PhD,Data Scientist,8,190000,China,Chinese,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,USA,Hispanic,,,
28,Male,Master's Degree,Product Manager,3,130000,Canada,Asian,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,Australia,Asian,,,
28,Male,Bachelor's Degree,Software Engineer,3,125000,Australia,Asian,,,
26,Female,Master's Degree,Product Manager,2,120000,Australia,Australian,,,
27,Male,Bachelor's Degree,Data Analyst,2,110000,Australia,Asian,,,
30,Female,PhD,Data Scientist,5,180000,USA,Asian,,,
29,Male,Bachelor's Degree,Software Engineer,4,140000,USA,Hispanic,,,
32,Male,Bachelor's Degree,Product Manager,7,170000,Canada,White,,,
25,Female,Master's Degree,Data Analyst,1,100000,UK,Welsh,,,
33,Male,PhD,Data Scientist,8,190000,China,Korean,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,USA,Asian,,,
28,Male,Master's Degree,Product Manager,3,130000,UK,Mixed,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,Australia,White,,,
27,Male,PhD,Data Scientist,2,115000,Australia,Asian,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,China,Korean,,,
34,Male,Bachelor's Degree,Product Manager,9,185000,China,Korean,,,
25,Female,Master's Degree,Data Analyst,1,100000,Canada,Asian,,,
33,Male,PhD,Data Scientist,8,190000,UK,Mixed,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,UK,Welsh,,,
28,Male,Master's Degree,Product Manager,3,130000,UK,Asian,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,China,Chinese,,,
27,Male,PhD,Data Scientist,2,115000,UK,Welsh,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,China,Chinese,,,
34,Male,Bachelor's Degree,Product Manager,9,185000,China,White,,,
25,Female,Master's Degree,Data Analyst,1,100000,UK,White,,,
33,Male,PhD,Data Scientist,8,190000,UK,Mixed,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,China,Chinese,,,
28,Male,Master's Degree,Product Manager,3,130000,Canada,White,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,USA,White,,,
27,Male,PhD,Data Scientist,2,115000,UK,Mixed,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,USA,White,,,
34,Male,Bachelor's Degree,Product Manager,9,185000,Australia,Asian,,,
25,Female,Master's Degree,Data Analyst,1,100000,Australia,Asian,,,
33,Male,PhD,Data Scientist,8,190000,Canada,Asian,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,Australia,Australian,,,
28,Male,Master's Degree,Product Manager,3,130000,Canada,Asian,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,China,Chinese,,,
27,Male,PhD,Data Scientist,2,115000,Australia,White,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,China,Chinese,,,
34,Male,Bachelor's Degree,Product Manager,9,185000,Canada,White,,,
25,Female,Master's Degree,Data Analyst,1,100000,China,Korean,,,
33,Male,PhD,Data Scientist,8,190000,UK,Mixed,,,
31,Female,Bachelor's Degree,Software Engineer,6,155000,USA,White,,,
28,Male,Master's Degree,Product Manager,3,130000,Australia,White,,,
30,Female,Bachelor's Degree,Data Analyst,5,145000,USA,Hispanic,,,
27,Male,PhD,Data Scientist,2,115000,UK,Welsh,,,
29,Female,Bachelor's Degree,Software Engineer,4,140000,Canada,Asian,,,
34,Male,Bachelor's Degree,Product Manager,9,185000,Australia,Australian,,,
26,Male,Bachelor's Degree,Data Analyst,3,130000,Australia,Australian,,,
29,Female,Master's Degree,Data Scientist,6,180000,UK,Asian,,,
32,Male,Bachelor's Degree,Software Engineer,8,190000,Australia,White,,,
27,Female,Bachelor's Degree,Product Manager,4,150000,UK,Welsh,,,
24,Male,Bachelor's Degree,Data Analyst,1,90000,China,Chinese,,,
31,Female,Master's Degree,Data Scientist,9,195000,UK,Asian,,,
28,Male,Bachelor's Degree,Software Engineer,5,160000,China,White,,,
33,Female,Master's Degree,Product Manager,11,198000,USA,African American,,,
25,Male,Bachelor's Degree,Data Analyst,2,110000,USA,Hispanic,,,
30,Female,PhD,Data Scientist,7,185000,China,Korean,,,
27,Male,Bachelor's Degree,Software Engineer,4,140000,UK,Mixed,,,
34,Female,Master's Degree,Product Manager,12,196000,China,Chinese,,,
23,Male,Bachelor's Degree,Data Analyst,1,95000,China,Korean,,,
32,Female,PhD,Data Scientist,10,193000,Australia,White,,,
29,Male,Bachelor's Degree,Software Engineer,6,175000,Australia,White,,,
30,Female,Bachelor's Degree,Product Manager,5,160000,Australia,White,,,
26,Male,Bachelor's Degree,Data Analyst,3,130000,Canada,Black,,,
31,Female,Master's Degree,Data Scientist,6,180000,China,Korean,,,
28,Male,Bachelor's Degree,Software Engineer,5,160000,USA,African American,,,
33,Female,Master's Degree,Product Manager,11,198000,UK,Mixed,,,
24,Male,Bachelor's Degree,Data Analyst,1,90000,China,White,,,
30,Female,PhD,Data Scientist,7,185000,Canada,White,,,
27,Male,Bachelor's Degree,Software Engineer,4,140000,Canada,Black,,,
34,Female,Master's Degree,Product Manager,12,196000,Canada,White,,,
25,Male,Bachelor's Degree,Data Analyst,2,110000,China,Chinese,,,
29,Female,Master's Degree,Data Scientist,6,180000,USA,White,,,
32,Male,Bachelor's Degree,Software Engineer,8,190000,Australia,White,,,
27,Female,Bachelor's Degree,Product Manager,4,150000,China,White,,,
31,Male,Bachelor's Degree,Data Analyst,9,195000,China,Korean,,,
28,Female,Bachelor's Degree,Software Engineer,5,160000,Australia,Asian,,,
33,Male,Master's Degree,Product Manager,11,198000,UK,White,,,
26,Female,Bachelor's Degree,Data Analyst,3,130000,Australia,White,,,
30,Male,PhD,Data Scientist,7,185000,USA,African American,,,
27,Female,Bachelor's Degree,Software Engineer,4,140000,UK,Welsh,,,
34,Male,Master's Degree,Product Manager,12,196000,China,Korean,,,
25,Female,Bachelor's Degree,Data Analyst,2,110000,China,Korean,,,
32,Male,Bachelor's Degree,Software Engineer,8,190000,UK,Asian,,,
29,Female,Master's Degree,Data Scientist,6,180000,USA,White,,,
30,Male,Bachelor's Degree,Data Analyst,5,160000,USA,African American,,,
33,Female,Master's Degree,Product Manager,11,198000,USA,White,,,
24,Male,Bachelor's Degree,Data Analyst,1,90000,USA,African American,,,
31,Female,PhD,Data Scientist,9,195000,Australia,White,,,
28,Male,Bachelor's Degree,Software Engineer,5,160000,Australia,Asian,,,
27,Female,Bachelor's Degree,Product Manager,4,150000,UK,White,,,
26,Male,Bachelor's Degree,Data Analyst,3,130000,Canada,White,,,
29,Female,Master's Degree,Data Scientist,6,180000,Canada,White,,,
32,Male,Bachelor's Degree,Software Engineer,8,190000,China,White,,,
33,Female,Master's Degree,Product Manager,11,198000,UK,White,,,
25,Male,Bachelor's Degree,Data Analyst,2,110000,Australia,White,,,
30,Female,PhD,Data Scientist,7,185000,USA,Asian,,,
27,Male,Bachelor's Degree,Software Engineer,4,140000,China,Chinese,,,
34,Female,Master's Degree,Product Manager,12,196000,UK,Mixed,,,
31,Male,Bachelor's Degree,Data Analyst,9,195000,Canada,Asian,,,
28,Female,Bachelor's Degree,Software Engineer,5,160000,China,White,,,
26,Male,Bachelor's Degree,Data Analyst,3,130000,Australia,Australian,,,
29,Female,Master's Degree,Data Scientist,6,180000,China,White,,,
32,Male,Bachelor's Degree,Software Engineer,8,190000,Australia,Australian,,,
33,Female,Master's Degree,Product Manager,11,198000,Australia,Australian,,,
24,Male,Bachelor's Degree,Data Analyst,1,90000,China,White,,,
27,Male,Bachelor's Degree,Software Engineer,4,140000,Australia,Asian,,,
25,Female,Bachelor's Degree,Data Analyst,2,110000,Australia,White,,,
30,Female,PhD,Data Scientist,7,185000,USA,Asian,,,
31,Male,Bachelor's Degree,Data Analyst,9,195000,UK,Asian,,,
28,Female,Bachelor's Degree,Software Engineer,5,160000,Canada,Asian,,,
26,Male,Bachelor's Degree,Data Analyst,3,130000,Canada,White,,,
29,Female,Master's Degree,Data Scientist,6,180000,USA,Hispanic,,,
32,Male,Bachelor's Degree,Software Engineer,8,190000,Australia,Australian,,,
33,Female,Master's Degree,Product Manager,11,198000,Canada,Asian,,,
24,Male,Bachelor's Degree,Data Analyst,1,90000,UK,Welsh,,,
27,Male,Bachelor's Degree,Software Engineer,4,140000,USA,Hispanic,,,
25,Female,Bachelor's Degree,Data Analyst,2,110000,USA,African American,,,
30,Female,PhD,Data Scientist,7,185000,Australia,Asian,,,
31,Male,Bachelor's Degree,Data Analyst,9,195000,China,Chinese,,,
28,Female,Bachelor's Degree,Software Engineer,5,160000,Canada,Asian,,,
26,Male,Bachelor's Degree,Data Analyst,3,130000,UK,Asian,,,
29,Female,Master's Degree,Data Scientist,6,180000,Canada,Asian,,,
32,Male,Bachelor's Degree,Software Engineer,8,190000,China,White,,,
33,Female,Master's Degree,Product Manager,11,198000,Canada,White,,,
24,Male,Bachelor's Degree,Data Analyst,1,90000,China,Korean,,,
27,Male,Bachelor's Degree,Software Engineer,4,140000,China,Korean,,,
25,Female,Bachelor's Degree,Data Analyst,2,110000,USA,Hispanic,,,
30,Female,PhD,Data Scientist,7,185000,USA,Hispanic,,,
31,Male,Bachelor's Degree,Data Analyst,9,195000,UK,Asian,,,
28,Female,Bachelor's Degree,Software Engineer,5,160000,Australia,Asian,,,
26,Male,Bachelor's Degree,Data Analyst,3,130000,Australia,Australian,,,
29,Female,Master's Degree,Data Scientist,6,180000,Australia,Asian,,,
32,Male,Bachelor's Degree,Software Engineer,8,190000,Australia,Asian,,,
33,Female,Master's Degree,Product Manager,11,198000,China,White,,,
24,Male,Bachelor's Degree,Data Analyst,1,90000,Canada,White,,,
27,Male,Bachelor's Degree,Software Engineer,4,140000,USA,White,,,
25,Male,Bachelor's Degree,Data Analyst,2,125000,UK,White,,,
28,Female,Master's Degree,Data Scientist,6,175000,Canada,Asian,,,
30,Male,Bachelor's Degree,Software Engineer,8,190000,UK,White,,,
27,Female,Bachelor's Degree,Product Manager,4,150000,UK,Welsh,,,
24,Male,Bachelor's Degree,Data Analyst,1,95000,UK,Mixed,,,
31,Male,Master's Degree,Data Scientist,9,195000,Canada,White,,,
28,Male,Bachelor's Degree,Software Engineer,5,160000,USA,African American,,,
33,Female,Master's Degree,Product Manager,11,198000,Australia,White,,,
26,Male,Bachelor's Degree,Data Analyst,3,130000,Canada,Asian,,,
30,Female,PhD,Data Scientist,7,185000,China,Chinese,,,
27,Male,Bachelor's Degree,Software Engineer,4,140000,Australia,White,,,
34,Female,Master's Degree,Product Manager,12,196000,UK,Asian,,,
23,Male,Bachelor's Degree,Data Analyst,1,90000,Canada,Asian,,,
32,Female,PhD,Data Scientist,10,193000,Canada,Black,,,
29,Male,Bachelor's Degree,Software Engineer,6,170000,USA,Hispanic,,,
30,Female,Bachelor's Degree,Product Manager,5,160000,China,White,,,
26,Male,Bachelor's Degree,Data Analyst,3,135000,Canada,Asian,,,
31,Female,Master's Degree,Data Scientist,6,180000,Canada,White,,,
28,Male,Bachelor's Degree,Software Engineer,5,160000,UK,Mixed,,,
33,Female,Master's Degree,Product Manager,11,198000,Canada,Black,,,
24,Male,Bachelor's Degree,Data Analyst,1,90000,Australia,White,,,
30,Female,PhD,Data Scientist,7,185000,China,Korean,,,
27,Male,Bachelor's Degree,Software Engineer,4,140000,Australia,Australian,,,
34,Female,Master's Degree,Product Manager,12,196000,USA,Asian,,,
25,Male,Bachelor's Degree,Data Analyst,2,115000,China,Korean,,,
29,Female,Master's Degree,Data Scientist,6,180000,Canada,Asian,,,
32,Male,Bachelor's Degree,Software Engineer,8,190000,China,Korean,,,
27,Female,Bachelor's Degree,Product Manager,4,150000,USA,African American,,,
31,Male,Bachelor's Degree,Data Analyst,9,195000,UK,Asian,,,
28,Female,Bachelor's Degree,Software Engineer,5,160000,UK,Asian,,,
33,Male,Master's Degree,Product Manager,11,198000,UK,Mixed,,,
26,Female,Bachelor's Degree,Data Analyst,3,130000,Canada,Asian,,,
30,Male,PhD,Data Scientist,7,185000,UK,Welsh,,,
27,Female,Bachelor's Degree,Software Engineer,4,140000,Canada,White,,,
34,Male,Master's Degree,Product Manager,12,196000,China,Korean,,,
25,Female,Bachelor's Degree,Data Analyst,2,110000,Australia,Asian,,,
32,Male,Bachelor's Degree,Software Engineer,8,190000,Canada,Black,,,
29,Female,Master's Degree,Data Scientist,6,180000,China,White,,,
30,Male,Bachelor's Degree,Data Analyst,5,160000,China,Chinese,,,
33,Female,Master's Degree,Product Manager,11,198000,UK,Welsh,,,
24,Male,Bachelor's Degree,Data Analyst,1,90000,Canada,Asian,,,
